0.7; 1.53651177883148; 0; -9.80982112884521; 0
0.72; 1.53645026683807; 0; -9.80981731414795; 0
0.74; 1.53640258312225; 0; -9.80981540679932; 0
0.76; 1.53638684749603; 0; -9.80981636047363; 0
0.78; 1.53639137744904; 0; -9.80981826782227; 0
0.8; 1.53640115261078; 0; -9.8098201751709; 0
0.82; 1.53640735149384; 0; -9.8098201751709; 0
0.84; 1.53640842437744; 0; -9.80981826782227; 0
0.86; 1.53640627861023; 0; -9.809814453125; 0
0.88; 1.5364031791687; 0; -9.80981254577637; 0
0.9; 1.53639757633209; 0; -9.80981063842773; 0
0.92; 1.53639209270477; 0; -9.80980777740479; 0
0.94; 1.53639018535614; 0; -9.80980682373047; 0
0.96; 1.53639018535614; 0; -9.80980682373047; 0
0.98; 1.53639018535614; 0; -9.80753326416016; 0
1; 1.53639018535614; 0; -9.80552864074707; 0
1.02; 1.53639018535614; 0; -9.80318832397461; 0
1.04; 1.53639018535614; 0; -9.8009557723999; 0
1.06; 1.53639018535614; 0; -9.79880523681641; 0
1.08; 1.53639018535614; 0; -9.79661846160889; 0
1.1; 1.53639018535614; 0; -9.79441928863525; 0
1.12; 1.53639018535614; 0; -9.79223346710205; 0
1.14; 1.53639018535614; 0; -9.79005241394043; 0
1.16; 1.53639018535614; 0; -9.78787136077881; 0
1.18; 1.53639018535614; 0; -9.78569316864014; 0
1.2; 1.53639018535614; 0; -9.78351879119873; 0
1.22; 1.53639018535614; 0; -9.78134727478027; 0
1.24; 1.53639018535614; 0; -9.77917766571045; 0
1.26; 1.53639018535614; 0; -9.77701187133789; 0
1.28; 1.53639018535614; 0; -9.77484893798828; 0
1.3; 1.53639018535614; 0; -9.77268886566162; 0
1.32; 1.53639018535614; 0; -9.77053165435791; 0
1.34; 1.53639018535614; 0; -9.76837635040283; 0
1.36; 1.53639018535614; 0; -9.76622486114502; 0
1.38; 1.53639018535614; 0; -9.77589321136475; 0
1.4; 1.53639018535614; 0; -9.79520702362061; 0
1.42; 1.53639018535614; 0; -9.81948947906494; 0
1.44; 1.53639018535614; 0; -9.82222461700439; 0
1.46; 1.53639018535614; 0; -9.81660175323486; 0
1.48; 1.53639018535614; 0; -9.8116569519043; 0
1.5; 1.53639018535614; 0; -9.80956649780273; 0
1.52; 1.53639018535614; 0; -9.80782604217529; 0
1.54; 1.53639018535614; 0; -9.80746364593506; 0
1.56; 1.53639018535614; 0; -9.80869483947754; 0
1.58; 1.53639018535614; 0; -9.80979442596436; 0
1.6; 1.53639018535614; 0; -9.81022644042969; 0
1.62; 1.53639018535614; 0; -9.81017684936523; 0
1.64; 1.53639018535614; 0; -9.80996513366699; 0
1.66; 1.53639018535614; 0; -9.80980205535889; 0
1.68; 1.53639018535614; 0; -9.80974102020264; 0
1.7; 1.53639018535614; 0; -9.8097562789917; 0
1.72; 1.53639018535614; 0; -9.80978965759277; 0
1.74; 1.53639018535614; 0; -9.80981159210205; 0
1.76; 1.53639018535614; 0; -9.80981731414795; 0
1.78; 1.53639018535614; 0; -9.80981349945068; 0
1.8; 1.53639018535614; 0; -9.80980777740479; 0
1.82; 1.53639018535614; 0; -9.80980491638184; 0
1.84; 1.53639018535614; 0; -9.80980396270752; 0
1.86; 1.53639018535614; 0; -9.80980110168457; 0
1.88; 1.53639018535614; 0; -9.80980110168457; 0
1.9; 1.53639018535614; 0; -9.80980491638184; 0
1.92; 1.53639018535614; 0; -9.80980682373047; 0
1.94; 1.53639018535614; 0; -9.80980682373047; 0
1.96; 1.53639018535614; 0; -9.80980682373047; 0
1.98; 1.53639018535614; 0; -9.80980682373047; 0
2; 1.53639018535614; 0; -9.80980682373047; 0
2.02; 1.53639018535614; 0; -9.80980682373047; 0
2.04; 1.53639018535614; 0; -9.80980682373047; 0
2.06; 1.53639018535614; 0; -9.80980682373047; 0
2.08; 1.53639018535614; 0; -9.80980682373047; 0
2.1; 1.53639018535614; 0; -9.80980682373047; 0
2.12; 1.53639018535614; 0; -9.80980682373047; 0
2.14; 1.53639018535614; 0; -9.80980682373047; 0
2.16; 1.53639018535614; 0; -9.80980682373047; 0
2.18; 1.53639018535614; 0; -9.80980682373047; 0
2.2; 1.53639018535614; 0; -9.80980682373047; 0
